date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:05:23	236/236	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b0feaa008ee519d666b354a726c1ca52%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/6708f044e1f263cbf8016144_arrow-down-outline.svg	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/6708f044e1f263cbf8016144_arrow-down-outline.svg	(from https://www.whoisricky.lol/)
19:05:23	9032/9032	---M--	200	added ('OK')	image/png	etag:%2225d37a4c91c96e1a10e04b25003fe1ed%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/66f2905d164f5b56786e142c_tides.png	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/66f2905d164f5b56786e142c_tides.png	(from https://www.whoisricky.lol/)
19:05:23	13885/13885	---M--	200	added ('OK')	image/png	etag:%222ef05f50e891a20bde90e29c437c0231%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/66f28448e454962d14376f0c_mkbhd.png	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/66f28448e454962d14376f0c_mkbhd.png	(from https://www.whoisricky.lol/)
19:05:23	8503/8503	---M--	200	added ('OK')	image/png	etag:%220a8489f9649ec283a2baf75d01e66c84%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/66f2844844423475d97986f9_horrors.png	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/66f2844844423475d97986f9_horrors.png	(from https://www.whoisricky.lol/)
19:05:24	3071/3071	---M--	200	added ('OK')	image/png	etag:%223d608b75649f6d312cc8ca9fb3ec0189%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/66fd10c47b7d6cdd9c9a319a_slack-logo.png	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/66fd10c47b7d6cdd9c9a319a_slack-logo.png	(from https://www.whoisricky.lol/)
19:05:24	3194/3194	---M--	200	added ('OK')	image/png	etag:%2244984ece50b75bdf8ac33e4a4ea4281b%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/66fd10c533110309ff741c1a_discord-logo.png	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/66fd10c533110309ff741c1a_discord-logo.png	(from https://www.whoisricky.lol/)
19:05:24	4521/4521	---M--	200	added ('OK')	image/png	etag:%22d17faa679186249d5bdfa2973e736507%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/66fd10c5930866233d26d74c_teams-logo.png	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/66fd10c5930866233d26d74c_teams-logo.png	(from https://www.whoisricky.lol/)
19:05:24	22344/22344	---M--	200	added ('OK')	image/webp	etag:%22c8297899b51964cced68290089dade56%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/67334d0f27ffe79acabb7a11_ricky-panic.webp	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/67334d0f27ffe79acabb7a11_ricky-panic.webp	(from https://www.whoisricky.lol/)
19:05:25	14214/14214	---M--	200	added ('OK')	image/webp	etag:%228980c49b79676af67ac4b978e6db38c9%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/67334d0fa114276f65c1b44d_red-light.webp	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/67334d0fa114276f65c1b44d_red-light.webp	(from https://www.whoisricky.lol/)
19:05:25	2836/2836	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%229455f8cab6b192988571842c25127860%22	https://www.whoisricky.lol/%22https://cdn.prod.website-files.com/6620f254531609e96ebcdc66%2F6704f7188f625b23941cbe7f_orbe-fond-noir-crop-poster-00001.jpg%22	C:/My%20Web%20Sites/Ricky%20AI/www.whoisricky.lol/_https_/cdn.prod.website-files.com/6620f254531609e96ebcdc66/6704f7188f625b23941cbe7f_orbe-fond-noir-crop-poster-00001.jpg_	(from https://www.whoisricky.lol/)
19:05:25	21404/21404	---M--	200	added ('OK')	image/png	etag:%2295b7af5d3e6a2669654b4bd2f5cdb8bc%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/6709261f8639d74e0a49e832_image%2018meme-footer.png	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/6709261f8639d74e0a49e832_image%2018meme-footer.png	(from https://www.whoisricky.lol/)
19:05:25	27223/27223	---M--	200	added ('OK')	image/png	etag:%22576914d7bd9c74771566a6c78e681f3a%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/6709261f16086f7fee6aea5e_image%2024meme-footer.png	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/6709261f16086f7fee6aea5e_image%2024meme-footer.png	(from https://www.whoisricky.lol/)
19:05:25	21086/21086	---M--	200	added ('OK')	image/png	etag:%2251079a3825c6657604773b2210917fa5%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/6709261f470e0b7ba470cbf2_image%2019meme-footer.png	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/6709261f470e0b7ba470cbf2_image%2019meme-footer.png	(from https://www.whoisricky.lol/)
19:05:26	23193/23193	---M--	200	added ('OK')	image/png	etag:%224b8ce282260f60d345fd553b784136a2%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/6709261fefba3a9da3bc2497_image%2022meme-footer.png	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/6709261fefba3a9da3bc2497_image%2022meme-footer.png	(from https://www.whoisricky.lol/)
19:05:26	35636/35636	---M--	200	added ('OK')	image/png	etag:%22a997ec7cd9c47706c5ad446b3975537c%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/6709261f6ab4b395fb921f4f_image%2023meme-footer.png	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/6709261f6ab4b395fb921f4f_image%2023meme-footer.png	(from https://www.whoisricky.lol/)
19:05:26	30968/30968	---M--	200	added ('OK')	image/png	etag:%22d0115b022e4589a4f1fded2bb8911e8b%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/6709261f50a19ffaa276daaa_image%2020meme-footer.png	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/6709261f50a19ffaa276daaa_image%2020meme-footer.png	(from https://www.whoisricky.lol/)
19:05:26	42997/42997	---M--	200	added ('OK')	image/png	etag:%22701d96204e7555f0a0bb6964d37a8c6a%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/6709261f7944fffda922db16_image%2017meme-footer.png	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/6709261f7944fffda922db16_image%2017meme-footer.png	(from https://www.whoisricky.lol/)
19:05:27	27141/27141	---M--	200	added ('OK')	image/png	etag:%2277f54ca32aa94cdcb01160a7430a23d9%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/67092620ef7c1e971beb32b2_image%2021meme-footer.png	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/67092620ef7c1e971beb32b2_image%2021meme-footer.png	(from https://www.whoisricky.lol/)
19:05:27	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=6620f254531609e96ebcdc66	C:/My%20Web%20Sites/Ricky%20AI/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8b623.js	(from https://www.whoisricky.lol/)
19:05:27	163776/163776	---M-Z	200	added ('OK')	text/javascript	etag:%2236a0c780d4b1f0cf4d3aa2df5eb1f533%22	https://cdn.prod.website-files.com/6620f254531609e96ebcdc66/js/webflow.8f488c9bc.js	C:/My%20Web%20Sites/Ricky%20AI/cdn.prod.website-files.com/6620f254531609e96ebcdc66/js/webflow.8f488c9bc.js	(from https://www.whoisricky.lol/)
19:05:28	1498843/1498843	---MCZ	200	added ('OK')	application/javascript	etag:%22dace29049873563d47e97177657a4eba-ssl-df%22	https://projet-secret-9p.netlify.app/index.js	C:/My%20Web%20Sites/Ricky%20AI/projet-secret-9p.netlify.app/index.js	(from https://www.whoisricky.lol/)
19:05:28	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2025%20Dec%202024%2003:05:28%20GMT	https://fonts.googleapis.com/robots.txt		(from https://www.whoisricky.lol/)
19:05:29	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2003:05:28%20GMT	https://fonts.gstatic.com/robots.txt		(from https://www.whoisricky.lol/)
19:05:29	216/216	---MCZ	403	error ('Forbidden')	application/xml	date:Wed,%2025%20Dec%202024%2003:05:29%20GMT	https://cdn.prod.website-files.com/robots.txt		(from https://www.whoisricky.lol/)
